,Size,Availability,Furnishing,Price,Flat Size,Location,Balcony,Ready to Move,Under Construction,furnished,semi-furnished,unfurnished,furnished,semi-furnished,unfurnished
574,2240,Under Construction,unfurnished,317.0,4,Pimple Nilakh,2,False,True,False,False,True,False,False,True
575,1433,Under Construction,semi-furnished,229.0,3,Pimple Nilakh,2,False,True,False,True,False,False,True,False
576,1920,Ready to Move,furnished,330.0,4,Pimple Nilakh,2,True,False,True,False,False,True,False,False
577,2148,Ready to Move,unfurnished,445.0,4,Pimple Nilakh,3,True,False,False,False,True,False,False,True
578,1131,Under Construction,semi-furnished,153.0,3,Pimple Nilakh,1,False,True,False,True,False,False,True,False
579,1824,Under Construction,unfurnished,326.0,4,Pimple Nilakh,2,False,True,False,False,True,False,False,True
580,1131,Under Construction,furnished,153.0,3,Pimple Nilakh,1,False,True,True,False,False,True,False,False
581,1810,Under Construction,semi-furnished,324.0,4,Pimple Nilakh,2,False,True,False,True,False,False,True,False
582,1824,Under Construction,semi-furnished,326.0,4,Pimple Nilakh,2,False,True,False,True,False,False,True,False
583,1131,Under Construction,unfurnished,153.0,3,Pimple Nilakh,1,False,True,False,False,True,False,False,True
584,1810,Under Construction,furnished,324.0,4,Pimple Nilakh,2,False,True,True,False,False,True,False,False
